
<!-- saved from url=(0136)http://www.dwa.gov.za/hydrology/Verified/HyData.aspx?Station=W4H013100.00&DataType=Daily&StartDT=2000-01-01&EndDT=2019-04-09&SiteType=DC -->
<html xmlns="http://www.w3.org/1999/xhtml" class="gr__dwa_gov_za"><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body data-gr-c-s-loaded="true"><p></p><pre>Data are continuously updated and reviewed.
The format of this file is as follows:
POS.  1-8   = Date of daily flow  CCYYMMDD
POS. 10-18  = Daily avg flow rate in cubic metres/sec 99999.999
POS. 20-24  = Quality code

W4H013
Variable 100.00 Surface Water Level

DATE     D AVG F/R  QUAL
20000101     4.996     1
20000102     4.969     1
20000103     5.006     1
20000104     5.012     1
20000105     5.051     1
20000106     5.076     1
20000107     5.082     1
20000108     5.114     1
20000109     5.053     1
20000110     4.976     1
20000111     4.977     1
20000112     5.009     1
20000113     5.004     1
20000114     5.024     1
20000115     5.018     1
20000116     5.124     1
20000117     7.758     1
20000118    36.476     1
20000119    63.924     1
20000120    78.597     1
20000121    86.385     1
20000122    90.785     1
20000123    91.943     1
20000124    89.593     1
20000125    86.150     1
20000126    83.724     1
20000127    83.092     1
20000128    84.027     1
20000129    85.850     1
20000130    82.638     1
20000131    78.904     1
20000201    75.569     1
20000202    72.547     1
20000203    69.179     1
20000204    66.051     1
20000205    65.894     1
20000206    70.289     1
20000207    73.843     1
20000208    76.258     1
20000209   109.233     1
20000210   178.075     1
20000211   214.265     1
20000212   278.042     1
20000213   279.573     1
20000214   294.663     1
20000215   292.020     1
20000216   341.987     1
20000217   360.998     1
20000218   330.412     1
20000219   297.568     1
20000220   266.916     1
20000221   238.603     1
20000222   214.392     1
20000223   195.564     1
20000224   184.245     1
20000225   176.013     1
20000226   171.112     1
20000227   162.132     1
20000228   150.526     1
20000229   141.053     1
20000301   131.392     1
20000302   125.139     1
20000303   119.736     1
20000304   118.989     1
20000305   115.306     1
20000306   111.631     1
20000307   110.062     1
20000308   104.272     1
20000309    99.273     1
20000310    94.997     1
20000311    92.324     1
20000312    84.852     1
20000313    80.731     1
20000314    77.027     1
20000315    76.018     1
20000316    78.073     1
20000317    92.331     1
20000318   115.102     1
20000319   113.942     1
20000320   110.489     1
20000321   114.586     1
20000322   111.125     1
20000323   108.243     1
20000324   104.790     1
20000325    99.746     1
20000326    95.562     1
20000327    89.794     1
20000328    84.770     1
20000329    81.584     1
20000330    79.615     1
20000331    81.163     1
20000401    87.230     1
20000402    91.409     1
20000403    89.410     1
20000404    86.276     1
20000405    91.809     1
20000406    99.373     1
20000407   104.296     1
20000408   109.954     1
20000409   110.605     1
20000410   107.566     1
20000411   103.819     1
20000412   100.240     1
20000413    96.954     1
20000414    93.076     1
20000415    89.760     1
20000416    88.929     1
20000417    86.537     1
20000418    83.477     1
20000419    80.576     1
20000420    77.729     1
20000421    76.499     1
20000422    75.011     1
20000423    73.654     1
20000424    72.179     1
20000425    70.960     1
20000426    68.029     1
20000427    64.396     1
20000428    61.872     1
20000429    59.741     1
20000430    57.989     1
20000501    56.084     1
20000502    54.823     1
20000503    53.845     1
20000504    52.257     1
20000505    50.652     1
20000506    51.096     1
20000507    52.811     1
20000508    54.979     1
20000509    54.881     1
20000510    54.138     1
20000511    53.399     1
20000512    52.172     1
20000513    51.472     1
20000514    50.957     1
20000515    50.863     1
20000516    50.292     1
20000517    50.159     1
20000518    49.281     1
20000519    47.478     1
20000520    47.097     1
20000521    47.100     1
20000522    46.452     1
20000523    45.050     1
20000524    43.737     1
20000525    60.041     1
20000526    64.533     1
20000527    62.667     1
20000528    62.415     1
20000529    62.293     1
20000530    62.348     1
20000531    62.200     1
20000601    62.047     1
20000602    62.090     1
20000603    61.966     1
20000604    61.929     1
20000605    61.954     1
20000606    61.860     1
20000607    61.814     1
20000608    61.837     1
20000609    61.802     1
20000610    61.779     1
20000611    61.785     1
20000612    38.233     1
20000613    20.468     1
20000614    13.270     1
20000615     9.922     1
20000616     9.122     1
20000617     7.758     1
20000618     9.326     1
20000619    10.728     1
20000620    10.722     1
20000621    10.743     1
20000622    10.740     1
20000623    10.739     1
20000624    10.713     1
20000625    10.730     1
20000626    10.731     1
20000627    10.776     1
20000628    10.764     1
20000629    10.767     1
20000630    10.777     1
20000701    10.775     1
20000702    10.778     1
20000703    10.741     1
20000704    11.396     1
20000705    10.822     1
20000706    10.804     1
20000707    10.813     1
20000708    10.816     1
20000709    11.095     1
20000710    10.848     1
20000711    10.875     1
20000712    10.878     1
20000713    10.889     1
20000714    10.896     1
20000715    10.891     1
20000716    10.884     1
20000717    10.825     1
20000718    10.858     1
20000719    10.867     1
20000720    10.888     1
20000721    10.851     1
20000722    10.866     1
20000723    10.849     1
20000724     7.147     1
20000725     5.448     1
20000726     7.316     1
20000727     6.785     1
20000728     5.897     1
20000729     5.897     1
20000730     5.887     1
20000731     5.894     1
20000801     5.895     1
20000802     5.818     1
20000803     5.817     1
20000804     5.817     1
20000805     5.823     1
20000806     5.801     1
20000807     5.812     1
20000808     5.822     1
20000809     5.839     1
20000810     5.843     1
20000811     5.853     1
20000812     5.933     1
20000813     5.951     1
20000814     5.945     1
20000815     5.949     1
20000816     5.965     1
20000817     5.967     1
20000818     5.964     1
20000819     5.978     1
20000820     5.996     1
20000821     6.001     1
20000822     6.011     1
20000823     6.003     1
20000824     6.013     1
20000825     5.998     1
20000826     6.013     1
20000827     6.031     1
20000828     6.029     1
20000829     6.024     1
20000830     6.035     1
20000831     6.017     1
20000901     6.025     1
20000902     6.045     1
20000903     6.061     1
20000904     6.066     1
20000905     6.264     1
20000906     6.073     1
20000907     6.083     1
20000908     6.092     1
20000909     6.095     1
20000910     6.093     1
20000911     6.091     1
20000912     6.090     1
20000913     6.088     1
20000914     6.086     1
20000915     6.085     1
20000916     6.083     1
20000917     6.081     1
20000918     6.080     1
20000919     6.078     1
20000920     6.077     1
20000921     6.075     1
20000922     6.073     1
20000923     6.072     1
20000924     6.070     1
20000925     6.068     1
20000926    28.456     1
20000927    52.273     1
20000928    78.440     1
20000929   108.644     1
20000930   156.466     1
20001001   252.093     1
20001002   337.311     1
20001003   376.601     1
20001004   374.010     1
20001005   439.676     1
20001006   402.403     1
20001007   398.230     1
20001008   394.256     1
20001009   393.168     1
20001010   351.940     1
20001011   343.105     1
20001012   326.927     1
20001013   345.115     1
20001014   290.885     1
20001015   201.215     1
20001016   116.974     1
20001017    72.742     1
20001018    24.389     1
20001019     8.687     1
20001020     8.076     1
20001021     7.043     1
20001022     6.389     1
20001023     6.398     1
20001024     6.412     1
20001025     6.437     1
20001026     6.446     1
20001027     6.391     1
20001028     6.390     1
20001029     6.395     1
20001030     6.386     1
20001031     6.346     1
20001101     6.396     1
20001102     6.399     1
20001103     6.408     1
20001104     6.402     1
20001105     6.412     1
20001106     6.379     1
20001107     6.363     1
20001108     6.414     1
20001109     6.495     1
20001110     6.501     1
20001111     6.470     1
20001112     6.472     1
20001113     6.455     1
20001114     6.437     1
20001115     6.431     1
20001116     6.496     1
20001117     6.460     1
20001118     6.533     1
20001119     6.679     1
20001120     6.533     1
20001121     6.480     1
20001122     6.438     1
20001123     6.412     1
20001124     6.474     1
20001125     6.489     1
20001126     6.500     1
20001127     6.522     1
20001128     6.527     1
20001129     6.537     1
20001130     6.527     1
20001201     6.532     1
20001202     6.546     1
20001203     6.572     1
20001204     6.613     1
20001205     6.592     1
20001206     6.601     1
20001207     6.603     1
20001208     6.611     1
20001209     6.609     1
20001210     6.634     1
20001211     6.995     1
20001212     6.667     1
20001213     7.109     1
20001214     6.660     1
20001215     6.654     1
20001216     6.658     1
20001217     6.645     1
20001218     6.667     1
20001219     6.663     1
20001220     6.679     1
20001221     6.665     1
20001222     6.664     1
20001223     6.666     1
20001224     6.684     1
20001225     6.710     1
20001226     6.682     1
20001227     6.687     1
20001228     6.711     1
20001229     6.739     1
20001230     6.731     1
20001231     6.732     1
20010101     6.773     1
20010102     6.711     1
20010103     6.686     1
20010104     6.686     1
20010105     6.696     1
20010106     6.710     1
20010107     6.724     1
20010108     6.762     1
20010109     6.750     1
20010110     6.770     1
20010111     6.758     1
20010112     6.752     1
20010113     6.747     1
20010114     6.774     1
20010115     6.822     1
20010116     6.745     1
20010117     6.735     1
20010118     5.617     1
20010119    12.211     1
20010120    12.204     1
20010121    12.220     1
20010122     9.648     1
20010123     8.536     1
20010124    10.347     1
20010125     9.961     1
20010126    13.392     1
20010127    12.337     1
20010128    12.417     1
20010129    12.528     1
20010130    12.720     1
20010131    12.966     1
20010201    13.132     1
20010202    13.309     1
20010203    13.549     1
20010204    12.997     1
20010205    11.830     1
20010206     8.275     1
20010207    10.493     1
20010208    10.175     1
20010209    10.342     1
20010210    10.342     1
20010211    10.403     1
20010212    10.453     1
20010213    10.488     1
20010214    10.516     1
20010215    10.566     1
20010216    12.642     1
20010217    12.762     1
20010218    12.891     1
20010219    13.009     1
20010220    12.972     1
20010221    13.248     1
20010222    13.617     1
20010223    13.439     1
20010224    15.248     1
20010225    15.671     1
20010226    16.883     1
20010227    17.604     1
20010228    18.415     1
20010301    18.838     1
20010302    18.810     1
20010303    18.810     1
20010304    18.521     1
20010305    18.375     1
20010306    17.698     1
20010307    17.671     1
20010308    18.506     1
20010309    17.805     1
20010310    17.487     1
20010311    17.302     1
20010312     8.479     1
20010313     1.279     1
20010314     1.402     1
20010315     6.892     1
20010316    12.269     1
20010317    14.399     1
20010318    15.156     1
20010319    15.249     1
20010320    14.686     1
20010321    14.314     1
20010322    14.431     1
20010323    14.450     1
20010324    14.581     1
20010325    14.665     1
20010326    14.863     1
20010327    15.019     1
20010328    15.110     1
20010329    14.411     1
20010330    14.177     1
20010331    14.401     1
20010401    14.466     1
20010402    14.653     1
20010403    14.865     1
20010404    15.084     1
20010405    15.147     1
20010406    15.298     1
20010407    15.446     1
20010408    15.545     1
20010409    15.575     1
20010410    15.927     1
20010411    16.406     1
20010412    17.665     1
20010413    20.708     1
20010414    23.944     1
20010415    25.422     1
20010416    25.874     1
20010417    26.327     1
20010418    27.010     1
20010419    26.653     1
20010420    26.411     1
20010421    26.051     1
20010422    25.510     1
20010423    25.194     1
20010424    24.468     1
20010425    24.548     1
20010426    23.123     1
20010427    22.791     1
20010428    22.405     1
20010429    21.796     1
20010430    21.172     1
20010501    23.298     1
20010502    22.994     1
20010503    23.236     1
20010504    13.896     1
20010505     6.042     1
20010506     6.696     1
20010507     6.487     1
20010508     6.791     1
20010509     6.169     1
20010510     6.038     1
20010511     6.473     1
20010512     6.021     1
20010513     6.124     1
20010514     6.022     1
20010515    11.323     1
20010516    16.981     1
20010517    18.979     1
20010518    18.272     1
20010519    17.418     1
20010520    16.987     1
20010521    19.049     1
20010522    20.157     1
20010523    19.696     1
20010524    19.600     1
20010525    20.953     1
20010526    21.522     1
20010527    21.171     1
20010528    21.253     1
20010529    21.399     1
20010530    21.478     1
20010531    21.533     1
20010601    21.608     1
20010602    21.643     1
20010603    21.726     1
20010604    21.748     1
20010605    21.842     1
20010606    21.760     1
20010607    21.759     1
20010608    21.803     1
20010609    21.925     1
20010610    21.984     1
20010611    22.034     1
20010612    22.066     1
20010613    22.121     1
20010614    22.684     1
20010615    22.310     1
20010616    22.337     1
20010617    22.415     1
20010618    22.471     1
20010619    22.489     1
20010620    22.575     1
20010621    22.528     1
20010622    22.579     1
20010623    22.499     1
20010624    22.475     1
20010625    22.503     1
20010626    22.583     1
20010627    22.495     1
20010628    22.471     1
20010629    23.862     1
20010630    26.035     1
20010701    26.814     1
20010702    26.831     1
20010703    26.852     1
20010704    26.839     1
20010705    26.857     1
20010706    26.803     1
20010707    26.749     1
20010708    26.768     1
20010709    26.793     1
20010710    26.801     1
20010711    26.770     1
20010712    26.821     1
20010713    26.803     1
20010714    17.593     1
20010715    15.892     1
20010716    15.891     1
20010717    15.885     1
20010718    15.873     1
20010719    15.857     1
20010720    15.856     1
20010721    15.816     1
20010722    15.788     1
20010723    15.794     1
20010724    15.746     1
20010725    13.346     1
20010726    11.067     1
20010727    11.091     1
20010728    11.108     1
20010729    11.104     1
20010730    11.110     1
20010731    11.094     1
20010801    11.095     1
20010802    11.120     1
20010803    11.114     1
20010804    11.104     1
20010805    11.109     1
20010806    11.097     1
20010807    11.110     1
20010808    11.119     1
20010809    11.116     1
20010810    11.118     1
20010811    11.106     1
20010812    11.106     1
20010813    11.120     1
20010814     8.610     1
20010815    12.044     1
20010816    10.491     1
20010817    10.529     1
20010818    11.085     1
20010819    11.497     1
20010820    11.268     1
20010821    11.105     1
20010822    11.098     1
20010823    11.095     1
20010824    11.097     1
20010825    11.084     1
20010826    11.075     1
20010827    11.078     1
20010828    11.078     1
20010829    11.079     1
20010830    11.072     1
20010831    11.075     1
20010901    11.042     1
20010902    11.044     1
20010903    11.072     1
20010904    14.096     1
20010905    16.500     1
20010906    15.905     1
20010907    15.999     1
20010908    16.096     1
20010909    16.171     1
20010910    10.287     1
20010911    15.832     1
20010912    16.093     1
20010913    16.110     1
20010914    16.032     1
20010915    16.049     1
20010916    16.080     1
20010917    16.115     1
20010918    19.399     1
20010919    20.918     1
20010920    20.504     1
20010921    20.530     1
20010922    20.519     1
20010923    20.516     1
20010924    20.553     1
20010925    20.507     1
20010926    20.444     1
20010927    20.405     1
20010928    20.377     1
20010929    20.413     1
20010930    20.438     1
20011001    27.620     1
20011002    40.879     1
20011003    48.665     1
20011004    57.208     1
20011005    63.099     1
20011006    63.041     1
20011007    62.878     1
20011008    62.781     1
20011009    62.688     1
20011010    62.720     1
20011011    62.656     1
20011012    62.639     1
20011013    62.511     1
20011014    62.267     1
20011015    62.339     1
20011016    62.328     1
20011017    62.316     1
20011018    62.239     1
20011019    61.895     1
20011020    61.695     1
20011021    61.784     1
20011022    61.873     1
20011023    61.551     1
20011024    61.424     1
20011025    61.325     1
20011026    61.253     1
20011027    61.266     1
20011028    61.107     1
20011029    60.980     1
20011030    60.892     1
20011031    48.055     1
20011101    32.267     1
20011102    21.640     1
20011103    15.756     1
20011104    15.756     1
20011105    15.751     1
20011106    15.731     1
20011107    15.732     1
20011108    15.695     1
20011109    15.686     1
20011110    15.684     1
20011111    15.695     1
20011112    15.648     1
20011113    15.663     1
20011114    15.683     1
20011115    15.717     1
20011116    15.754     1
20011117    15.686     1
20011118    15.684     1
20011119    15.697     1
20011120    15.789     1
20011121    15.802     1
20011122    15.733     1
20011123    16.700     1
20011124    15.812     1
20011125    15.817     1
20011126    15.834     1
20011127    15.765     1
20011128    15.717     1
20011129    15.725     1
20011130    15.725     1
20011201    15.808     1
20011202    15.884     1
20011203    15.889     1
20011204    15.895     1
20011205    15.901     1
20011206    15.906     1
20011207    15.912     1
20011208    15.917     1
20011209    15.923     1
20011210    15.944     1
20011211    15.983     1
20011212    15.982     1
20011213    15.982     1
20011214    15.982     1
20011215    15.982     1
20011216    15.982     1
20011217    15.982     1
20011218    15.982     1
20011219    16.122     1
20011220    15.892     1
20011221    15.816     1
20011222    15.846     1
20011223    15.853     1
20011224    15.851     1
20011225    15.862     1
20011226    15.846     1
20011227    15.827     1
20011228    15.847     1
20011229    15.850     1
20011230    15.854     1
20011231    15.856     1
20020101    15.845     1
20020102    15.845     1
20020103    15.826     1
20020104    15.828     1
20020105    15.827     1
20020106    15.831     1
20020107    15.835     1
20020108    15.806     1
20020109    15.792     1
20020110    15.837     1
20020111    15.831     1
20020112    15.819     1
20020113    15.818     1
20020114    15.793     1
20020115    15.819     1
20020116    15.830     1
20020117    15.832     1
20020118    15.841     1
20020119    15.841     1
20020120    15.812     1
20020121    15.888     1
20020122    15.998     1
20020123    16.041     1
20020124    16.042     1
20020125    16.054     1
20020126    16.029     1
20020127    16.015     1
20020128    16.050     1
20020129    16.056     1
20020130    15.929     1
20020131    15.655     1
20020201    15.683     1
20020202    15.703     1
20020203    15.805     1
20020204    16.880     1
20020205    10.497     1
20020206     6.061     1
20020207     8.850     1
20020208    13.509     1
20020209    17.133     1
20020210    20.346     1
20020211    21.261     1
20020212    22.610     1
20020213    23.405     1
20020214    26.839     1
20020215    33.664     1
20020216    38.030     1
20020217    39.277     1
20020218    38.841     1
20020219    37.952     1
20020220    36.561     1
20020221    35.524     1
20020222    33.863     1
20020223    32.859     1
20020224    30.939     1
20020225    29.862     1
20020226    28.509     1
20020227    26.666     1
20020228    27.008     1
20020301    27.455     1
20020302    27.602     1
20020303    27.326     1
20020304    27.259     1
20020305    27.418     1
20020306    29.193     1
20020307    30.965     1
20020308    30.709     1
20020309    32.470     1
20020310    35.545     1
20020311    36.770     1
20020312    37.074     1
20020313    36.849     1
20020314    35.233     1
20020315    33.158     1
20020316    31.544     1
20020317    29.421     1
20020318    28.123     1
20020319    27.484     1
20020320    29.036     1
20020321    28.072     1
20020322    26.836     1
20020323    25.349     1
20020324    23.491     1
20020325    21.791     1
20020326    20.092     1
20020327    17.961     1
20020328    16.005     1
20020329    14.424     1
20020330    17.968     1
20020331    20.288     1
20020401    20.831     1
20020402    21.942     1
20020403    24.302     1
20020404    22.784     1
20020405    21.466     1
20020406    20.252     1
20020407    19.606     1
20020408    19.068     1
20020409    18.989     1
20020410    20.383     1
20020411    21.448     1
20020412    21.316     1
20020413    19.008     1
20020414    17.155     1
20020415    16.748     1
20020416    16.758     1
20020417    16.756     1
20020418    16.705     1
20020419    16.708     1
20020420    16.715     1
20020421    16.691     1
20020422    16.701     1
20020423    16.694     1
20020424    16.731     1
20020425    16.708     1
20020426    16.691     1
20020427    16.690     1
20020428    16.591     1
20020429    16.652     1
20020430    16.542     1
20020501    16.601     1
20020502    16.670     1
20020503    16.623     1
20020504    16.578     1
20020505    16.619     1
20020506    16.537     1
20020507    16.414     1
20020508    16.397     1
20020509    16.382     1
20020510    16.356     1
20020511    16.364     1
20020512    16.374     1
20020513    16.366     1
20020514    16.306     1
20020515    16.273     1
20020516    16.305     1
20020517    16.294     1
20020518    16.291     1
20020519    16.274     1
20020520    16.295     1
20020521    16.332     1
20020522    16.355     1
20020523    16.376     1
20020524    16.363     1
20020525    16.442     1
20020526    16.398     1
20020527    16.374     1
20020528    16.410     1
20020529    16.405     1
20020530    16.384     1
20020531    13.121     1
20020601     7.208     1
20020602     6.465     1
20020603     6.150     1
20020604     6.201     1
20020605     6.239     1
20020606     6.247     1
20020607     6.239     1
20020608     6.306     1
20020609     4.524     1
20020610     3.333     1
20020611     6.683     1
20020612     7.572     1
20020613    12.407     1
20020614    12.374     1
20020615    12.352     1
20020616    12.362     1
20020617    12.384     1
20020618    12.382     1
20020619    12.369     1
20020620    12.368     1
20020621     6.336     1
20020622     1.933     1
20020623     1.933     1
20020624     1.923     1
20020625     1.917     1
20020626     1.931     1
20020627     1.930     1
20020628     6.605     1
20020629    11.440     1
20020630    11.427     1
20020701    11.440     1
20020702    11.442     1
20020703    11.444     1
20020704    11.454     1
20020705    11.463     1
20020706    11.477     1
20020707    11.483     1
20020708    11.486     1
20020709    11.488     1
20020710    11.485     1
20020711    11.467     1
20020712    29.303     1
20020713    48.919     1
20020714    49.396     1
20020715   322.378     1
20020716   553.173     1
20020717   297.916     1
20020718   159.162     1
20020719   128.131     1
20020720    60.808     1
20020721    60.907     1
20020722    41.858     1
20020723    11.489     1
20020724    11.472     1
20020725    11.477     1
20020726    11.449     1
20020727    11.471     1
20020728    11.472     1
20020729    11.495     1
20020730    11.480     1
20020731    11.446     1
20020801    11.444     1
20020802    11.459     1
20020803    11.453     1
20020804    11.429     1
20020805    11.430     1
20020806    11.418     1
20020807    11.407     1
20020808    11.406     1
20020809    11.405     1
20020810    11.411     1
20020811    11.421     1
20020812    11.419     1
20020813     8.091     1
20020814    10.937     1
20020815    11.587     1
20020816    11.543     1
20020817    11.543     1
20020818    11.543     1
20020819    11.547     1
20020820    11.739     1
20020821    11.583     1
20020822    11.583     1
20020823    11.555     1
20020824    11.596     1
20020825    11.556     1
20020826    11.577     1
20020827    11.294     1
20020828     9.257     1
20020829    10.514     1
20020830    10.509     1
20020831    10.480     1
20020901    10.459     1
20020902    10.463     1
20020903    10.487     1
20020904    10.500     1
20020905    10.543     1
20020906    10.363     1
20020907    10.323     1
20020908    10.379     1
20020909    10.435     1
20020910     8.969     1
20020911     5.176     1
20020912     5.518     1
20020913     5.549     1
20020914     9.042     1
20020915    11.723     1
20020916    11.754     1
20020917     9.963     1
20020918    10.950     1
20020919    11.752     1
20020920    11.777     1
20020921    11.825     1
20020922    11.866     1
20020923    11.906     1
20020924    11.958     1
20020925    12.005     1
20020926    12.329     1
20020927    11.687     1
20020928    11.725     1
20020929    11.699     1
20020930    11.666     1
20021001    11.703     1
20021002    11.688     1
20021003    11.760     1
20021004    11.755     1
20021005    11.853     1
20021006    11.898     1
20021007    11.899     1
20021008    11.956     1
20021009    12.021     1
20021010    12.083     1
20021011    12.142     1
20021012    12.189     1
20021013    12.271     1
20021014    12.374     1
20021015    12.502     1
20021016    12.655     1
20021017    12.759     1
20021018    12.851     1
20021019    12.964     1
20021020    11.970     1
20021021    11.331     1
20021022    11.393     1
20021023    11.601     1
20021024    11.633     1
20021025    11.602     1
20021026    11.549     1
20021027    11.556     1
20021028    11.564     1
20021029    11.571     1
20021030    11.579     1
20021031    11.562     1
20021101    11.498     1
20021102    11.549     1
20021103    11.591     1
20021104    11.588     1
20021105    11.548     1
20021106    11.555     1
20021107    11.561     1
20021108    11.568     1
20021109    11.575     1
20021110    11.582     1
20021111     8.670     1
20021112    10.974     1
20021113    14.266     1
20021114    12.610     1
20021115    12.404     1
20021116    12.391     1
20021117    12.419     1
20021118    12.470     1
20021119    12.637     1
20021120    12.798     1
20021121    12.934     1
20021122    13.041     1
20021123    13.134     1
20021124    13.336     1
20021125    13.444     1
20021126    13.511     1
20021127    13.682     1
20021128    13.796     1
20021129    13.957     1
20021130    14.100     1
20021201     9.892     1
20021202     9.628     1
20021203    11.818     1
20021204     9.548     1
20021205     6.275     1
20021206     6.016     1
20021207     5.724     1
20021208     5.734     1
20021209     5.285     1
20021210     5.290     1
20021211     5.295     1
20021212     5.569     1
20021213     7.070     1
20021214    11.454     1
20021215    11.452     1
20021216    11.454     1
20021217    11.452     1
20021218    11.464     1
20021219    11.453     1
20021220    10.879     1
20021221     9.117     1
20021222     8.876     1
20021223     8.912     1
20021224     8.925     1
20021225     8.903     1
20021226     9.006     1
20021227     8.930     1
20021228     8.930     1
20021229     8.949     1
20021230     8.938     1
20021231     8.945     1
20030101     8.943     1
20030102     8.928     1
20030103     8.915     1
20030104     8.933     1
20030105     8.934     1
20030106     8.914     1
20030107     8.945     1
20030108     8.984     1
20030109     8.991     1
20030110     8.977     1
20030111     8.978     1
20030112     8.981     1
20030113     8.981     1
20030114     9.024     1
20030115     9.077     1
20030116     9.110     1
20030117     9.102     1
20030118     9.094     1
20030119     9.086     1
20030120     9.108     1
20030121     9.192     1
20030122     9.182     1
20030123     9.173     1
20030124     9.164     1
20030125     9.155     1
20030126     9.146     1
20030127     9.137     1
20030128     9.127     1
20030129     9.079     1
20030130     9.105     1
20030131     9.120     1
20030201     9.085     1
20030202     9.069     1
20030203     9.252     1
20030204     9.163     1
20030205     9.136     1
20030206     9.165     1
20030207     9.117     1
20030208     9.148     1
20030209     9.185     1
20030210     9.134     1
20030211     9.366     1
20030212     7.624     1
20030213    10.316     1
20030214     8.877     1
20030215     8.662     1
20030216     8.662     1
20030217     8.604     1
20030218     8.604     1
20030219     8.683     1
20030220     8.651     1
20030221     8.659     1
20030222     8.667     1
20030223     8.675     1
20030224     8.700     1
20030225     8.773     1
20030226     8.689     1
20030227     8.586     1
20030228     8.592     1
20030301     8.650     1
20030302     8.690     1
20030303     8.700     1
20030304     8.711     1
20030305     8.708     1
20030306     8.976     1
20030307     8.711     1
20030308     8.708     1
20030309     8.713     1
20030310     8.723     1
20030311     8.713     1
20030312     8.712     1
20030313     8.717     1
20030314     8.728     1
20030315     8.728     1
20030316     8.737     1
20030317     8.751     1
20030318     8.755     1
20030319     8.765     1
20030320     8.733     1
20030321     8.731     1
20030322     8.731     1
20030323     8.721     1
20030324     8.735     1
20030325     8.756     1
20030326     8.742     1
20030327     8.741     1
20030328     8.757     1
20030329     8.754     1
20030330     8.745     1
20030331     8.719     1
20030401     8.741     1
20030402    11.838     1
20030403     8.825     1
20030404     8.815     1
20030405     8.831     1
20030406     8.820     1
20030407     8.824     1
20030408     8.805     1
20030409     8.802     1
20030410     8.833     1
20030411     8.828     1
20030412     8.823     1
20030413     8.809     1
20030414     8.823     1
20030415     8.832     1
20030416     8.808     1
20030417     8.822     1
20030418     8.822     1
20030419     8.830     1
20030420     8.832     1
20030421     8.818     1
20030422     8.823     1
20030423     8.837     1
20030424     8.832     1
20030425     8.832     1
20030426     8.834     1
20030427     8.827     1
20030428     8.823     1
20030429     8.817     1
20030430     8.818     1
20030501     8.804     1
20030502     8.790     1
20030503     8.802     1
20030504     8.794     1
20030505     8.813     1
20030506     8.813     1
20030507     8.844     1
20030508     8.753     2
20030509     8.710     2
20030510     8.693     2
20030511     8.681     2
20030512     8.696     2
20030513     8.693     2
20030514     8.709     2
20030515     8.691     2
20030516     8.661     2
20030517     8.667     2
20030518     8.634     2
20030519     8.614     2
20030520     8.659     2
20030521     8.623     2
20030522     8.630     2
20030523     8.601     2
20030524     8.568     2
20030525     8.591     2
20030526     8.593     2
20030527     8.636     2
20030528     8.636     2
20030529     8.627     2
20030530     8.592     2
20030531     8.611     2
20030601     8.560     2
20030602     8.533     2
20030603     8.483     2
20030604     8.399     2
20030605     8.333     2
20030606     8.375     2
20030607     8.467     2
20030608     8.582     2
20030609     8.619     2
20030610     8.589     2
20030611     8.615     2
20030612     8.618     2
20030613     8.861     2
20030614     8.615     2
20030615     8.568     2
20030616     8.509     2
20030617     8.421     2
20030618     8.324     2
20030619     8.232     2
20030620     8.220     2
20030621     8.241     2
20030622     8.325     2
20030623     8.359     2
20030624     8.372     2
20030625     8.415     2
20030626     8.489     2
20030627     8.515     2
20030628     8.530     2
20030629     8.542     2
20030630     8.540     2
20030701     8.535     2
20030702     8.546     2
20030703     8.541     2
20030704     8.545     2
20030705     8.545     2
20030706     8.555     2
20030707     8.558     2
20030708     8.951     2
20030709     8.576     2
20030710     8.577     2
20030711     8.593     2
20030712     8.602     2
20030713     8.589     2
20030714     8.584     2
20030715     8.549     2
20030716     8.535     2
20030717     8.515     2
20030718     8.509     2
20030719     8.518     2
20030720     8.526     2
20030721     8.525     2
20030722     8.516     2
20030723     8.517     2
20030724     8.512     2
20030725     8.514     2
20030726     8.518     2
20030727     8.516     2
20030728     8.511     2
20030729     8.521     2
20030730     8.523     2
20030731     8.523     1
20030801     8.521     1
20030802     8.528     1
20030803     8.525     1
20030804     8.523     1
20030805     8.528     1
20030806     8.526     1
20030807     8.526     1
20030808     8.538     1
20030809     8.530     1
20030810     8.525     1
20030811     8.527     1
20030812    13.938     1
20030813     9.093     1
20030814     8.460     1
20030815     8.443     1
20030816     8.446     1
20030817     8.462     1
20030818     8.459     1
20030819     8.441     1
20030820     8.441     1
20030821     8.431     1
20030822     8.413     1
20030823     8.436     1
20030824     8.439     1
20030825     8.435     1
20030826     8.503     1
20030827     8.433     1
20030828     8.432     1
20030829     8.451     1
20030830     8.454     1
20030831     8.464     1
20030901     9.129     1
20030902    11.124     1
20030903    11.093     1
20030904    11.091     1
20030905    11.122     1
20030906     7.623     1
20030907     5.868     1
20030908     5.855     1
20030909     5.874     1
20030910     5.866     1
20030911     5.844     1
20030912     5.861     1
20030913     5.879     1
20030914     5.856     1
20030915    13.243     1
20030916    26.353     1
20030917    35.993     1
20030918    43.909     1
20030919    55.471     1
20030920    70.002     1
20030921   336.730     1
20030922   573.755     1
20030923   363.494     1
20030924   218.492     1
20030925   101.658     1
20030926    83.630     1
20030927    53.289     1
