
<!-- saved from url=(0136)http://www.dwa.gov.za/hydrology/Verified/HyData.aspx?Station=W4H013100.00&DataType=Daily&StartDT=2000-01-01&EndDT=2019-04-09&SiteType=DC -->
<html xmlns="http://www.w3.org/1999/xhtml" class="gr__dwa_gov_za"><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body data-gr-c-s-loaded="true"><p></p><pre>Data are continuously updated and reviewed.
The format of this file is as follows:
POS.  1-8   = Date of daily flow  CCYYMMDD
POS. 10-18  = Daily avg flow rate in cubic metres/sec 99999.999
POS. 20-24  = Quality code

W4H013
Variable 100.00 Surface Water Level

DATE     D AVG F/R  QUAL
20151216     8.144     2
20151217     8.140     2
20151218     8.148     2
20151219     8.165     2
20151220     8.162     2
20151221     8.169     2
20151222     8.175     2
20151223     8.172     2
20151224     8.214     2
20151225     8.166     2
20151226     8.163     2
20151227     8.172     2
20151228     8.191     2
20151229     8.179     2
20151230     8.177     2
20151231     5.135     2
20160101     5.211     2
20160102     5.214     2
20160103     5.208     2
20160104     5.207     2
20160105     5.219     2
20160106     5.221     2
20160107     6.381     2
20160108     6.952     2
20160109     6.958     2
20160110     6.963     2
20160111     6.965     2
20160112     6.963     2
20160113     6.960     2
20160114     6.966     2
20160115     6.991     2
20160116     6.967     2
20160117     6.952     2
20160118     6.952     2
20160119     3.596     2
20160120     3.741     2
20160121     3.243     2
20160122     5.151     2
20160123     6.345     2
20160124     6.364     2
20160125     6.391     2
20160126     6.355     2
20160127     4.311     2
20160128     7.546     2
20160129     7.543     2
20160130     7.540     2
20160131     7.556     2
20160201     7.544     2
20160202     7.546     2
20160203     7.575     2
20160204     7.581     2
20160205     7.532     2
20160206     7.518     2
20160207     7.484     2
20160208     7.457     2
20160209     7.429     2
20160210     7.425     2
20160211     7.400     2
20160212     7.379     2
20160213     7.340     2
20160214     7.319     2
20160215     7.295     2
20160216     7.285     2
20160217     7.265     2
20160218     7.249     2
20160219     7.231     2
20160220     7.212     2
20160221     7.154     2
20160222     7.133     2
20160223     7.113     2
20160224     7.097     2
20160225     7.080     2
20160226     7.033     2
20160227     6.977     2
20160228     6.959     2
20160229     6.976     2
20160301     7.063     2
20160302     7.211     2
20160303     7.229     2
20160304     7.234     2
20160305     7.236     2
20160306     7.248     2
20160307     7.251     2
20160308     7.283     2
20160309     7.301     2
20160310     7.328     2
20160311     7.293     2
20160312     7.295     2
20160313     7.294     2
20160314     7.316     2
20160315     7.319     2
20160316     7.319     2
20160317     7.327     2
20160318     7.316     2
20160319     7.321     2
20160320     7.336     2
20160321     7.326     2
20160322     7.338     2
20160323     7.337     2
20160324     7.339     2
20160325     7.349     2
20160326     7.361     2
20160327     7.371     2
20160328     7.367     2
20160329     7.370     2
20160330     7.356     2
20160331     7.350     2
20160401     7.343     2
20160402     7.336     2
20160403     7.339     2
20160404     7.320     2
20160405     7.320     2
20160406     7.337     2
20160407     7.325     2
20160408     7.285     2
20160409     7.278     2
20160410     7.270     2
20160411     7.266     2
20160412     7.259     2
20160413     7.250     2
20160414     7.244     2
20160415     7.221     2
20160416     7.232     2
20160417     7.213     2
20160418     7.212     2
20160419     7.209     2
20160420     7.200     2
20160421     7.187     2
20160422     7.174     2
20160423     7.160     2
20160424     7.152     2
20160425     7.141     2
20160426     7.130     2
20160427     7.119     2
20160428     7.111     2
20160429     7.106     2
20160430     7.116     2
20160501     7.114     2
20160502     7.129     2
20160503     7.115     2
20160504     7.114     2
20160505     7.133     2
20160506     7.145     2
20160507     7.169     2
20160508     7.142     2
20160509     7.168     2
20160510     7.144     2
20160511     7.154     2
20160512     7.159     2
20160513     7.169     2
20160514     7.169     2
20160515     7.161     2
20160516     7.165     2
20160517     7.168     2
20160518     7.173     2
20160519     7.170     2
20160520     7.185     2
20160521     7.173     2
20160522     7.179     2
20160523     7.185     2
20160524     7.195     2
20160525     7.193     2
20160526     7.191     2
20160527     7.186     2
20160528     7.193     2
20160529     7.200     2
20160530     7.198     2
20160531     7.200     2
20160601     7.205     2
20160602     7.228     2
20160603     7.200     2
20160604     7.722     2
20160605     5.705     2
20160606     5.696     2
20160607     5.669     2
20160608     5.677     2
20160609     5.650     2
20160610     5.609     2
20160611     5.602     2
20160612     5.596     2
20160613     5.573     2
20160614     5.540     2
20160615     4.648     2
20160616     3.644     2
20160617     3.637     2
20160618     3.625     2
20160619     3.594     2
20160620     3.551     2
20160621     3.556     2
20160622     3.543     2
20160623     3.529     2
20160624     3.521     2
20160625     3.530     2
20160626     3.514     2
20160627     3.502     2
20160628     3.478     2
20160629     3.515     2
20160630     4.178     2
20160701     7.829     2
20160702     6.728     2
20160703     5.969     2
20160704     7.474     2
20160705     7.553     2
20160706     7.567     2
20160707     7.571     2
20160708     7.574     2
20160709     7.573     2
20160710     7.595     2
20160711     7.592     2
20160712     7.594     2
20160713     7.607     2
20160714     7.614     2
20160715     7.624     2
20160716     7.625     2
20160717     7.628     2
20160718     7.633     2
20160719     7.638     2
20160720     7.564     1
20160721     7.546     1
20160722     7.540     1
20160723     7.542     1
20160724     7.544     1
20160725     7.540     1
20160726     5.658     1
20160727     7.553     1
20160728     7.535     1
20160729     7.525     1
20160730     7.537     1
20160731     7.538     1
20160801     7.539     1
20160802     7.522     1
20160803     7.527     1
20160804     7.518     1
20160805     7.511     1
20160806     7.517     1
20160807     7.538     1
20160808     6.884     1
20160809     6.806     1
20160810     6.808     1
20160811     6.810     1
20160812     6.807     1
20160813     6.806     1
20160814     6.799     1
20160815     6.800     1
20160816     6.672     1
20160817     6.711     1
20160818     6.701     1
20160819     6.675     1
20160820     6.723     1
20160821     6.755     1
20160822     6.754     1
20160823     6.033     1
20160824     5.175     1
20160825     5.155     1
20160826     5.153     1
20160827     5.153     1
20160828     5.154     1
20160829     5.156     1
20160830     5.150     1
20160831     5.149     1
20160901     5.147     1
20160902     5.142     1
20160903     5.138     1
20160904     5.141     1
20160905     5.129     1
20160906     5.130     1
20160907     5.129     1
20160908     5.119     1
20160909     5.810     1
20160910     5.694     1
20160911     4.576     1
20160912     4.568     1
20160913     4.569     1
20160914     4.565     2
20160915     4.561     2
20160916     4.560     2
20160917     4.552     2
20160918     4.563     2
20160919     4.549     2
20160920     4.544     2
20160921     4.537     2
20160922     4.539     2
20160923     4.542     2
20160924     4.536     2
20160925     4.535     2
20160926     4.532     2
20160927     4.534     2
20160928     4.538     2
20160929     4.530     2
20160930     4.528     2
20161001     4.525     2
20161002     4.518     2
20161003     4.509     2
20161004     4.511     2
20161005     4.512     2
20161006     4.516     2
20161007     4.514     2
20161008     4.517     2
20161009     4.518     2
20161010     4.514     2
20161011     4.504     2
20161012     4.513     2
20161013     4.513     2
20161014     4.505     2
20161015     4.492     2
20161016     4.475     2
20161017     4.486     2
20161018     4.478     2
20161019     4.492     2
20161020     4.486     2
20161021     4.490     2
20161022     4.476     2
20161023     4.474     2
20161024     4.494     2
20161025     5.452     2
20161026     3.739     2
20161027     3.264     2
20161028     3.402     2
20161029     3.392     2
20161030     3.410     2
20161031     3.414     2
20161101     3.419     2
20161102     3.408     2
20161103     3.399     2
20161104     3.395     2
20161105     3.392     2
20161106     3.405     2
20161107     3.418     2
20161108     3.464     2
20161109     3.417     2
20161110     3.393     2
20161111     3.420     2
20161112     3.412     2
20161113     3.411     2
20161114     3.405     2
20161115     3.411     2
20161116     3.406     2
20161117     3.405     2
20161118     3.417     2
20161119     3.398     2
20161120     3.398     2
20161121     3.397     2
20161122     3.394     2
20161123     3.409     2
20161124     3.397     2
20161125     3.398     2
20161126     3.393     2
20161127     3.390     2
20161128     3.388     2
20161129     3.393     2
20161130     3.409     2
20161201     3.408     2
20161202     3.392     2
20161203     3.389     2
20161204     3.386     2
20161205     3.619     2
20161206     4.034     2
20161207     3.843     2
20161208     3.689     2
20161209     3.664     2
20161210     3.680     2
20161211     3.689     2
20161212     3.686     2
20161213     3.665     2
20161214     3.684     2
20161215     3.670     2
20161216     3.678     2
20161217     3.675     2
20161218     3.668     2
20161219     3.669     2
20161220     3.671     2
20161221     3.669     2
20161222     3.670     2
20161223     3.670     2
20161224     3.658     2
20161225     3.668     2
20161226     3.645     2
20161227     3.661     2
20161228     3.669     2
20161229     3.661     2
20161230     3.650     2
20161231     3.652     2
20170101     3.650     2
20170102     3.648     2
20170103     3.648     2
20170104     3.655     2
20170105     3.650     2
20170106     3.689     2
20170107     3.698     2
20170108     3.677     2
20170109     3.668     2
20170110     3.693     2
20170111     3.707     2
20170112     3.694     2
20170113     3.693     2
20170114     3.709     2
20170115     3.720     2
20170116     3.708     2
20170117     3.697     2
20170118     3.689     2
20170119     3.689     2
20170120     3.689     2
20170121     3.707     2
20170122     3.694     2
20170123     3.702     2
20170124     3.703     2
20170125     3.714     2
20170126     3.770     2
20170127     3.807     2
20170128     3.805     2
20170129     3.804     2
20170130     3.803     2
20170131     2.665     2
20170201     2.899     2
20170202     2.891     2
20170203     3.421     2
20170204     3.604     2
20170205     3.598     2
20170206     3.612     2
20170207     3.607     2
20170208     3.596     2
20170209     3.600     2
20170210     3.599     2
20170211     3.595     2
20170212     3.593     2
20170213     3.605     2
20170214     3.655     2
20170215     3.590     2
20170216     3.673     2
20170217     3.662     2
20170218     3.615     2
20170219     3.662     2
20170220     3.603     2
20170221     3.610     2
20170222     3.591     2
20170223     3.596     2
20170224     3.605     2
20170225     3.598     2
20170226     3.598     2
20170227     3.601     2
20170228     3.595     2
20170301     3.603     2
20170302     3.605     2
20170303     3.908     1
20170304     4.177     1
20170305     4.176     1
20170306     4.173     1
20170307     4.184     1
20170308     4.193     1
20170309     4.180     1
20170310     4.173     1
20170311     4.169     1
20170312     4.167     1
20170313     4.179     1
20170314     4.184     1
20170315     4.183     1
20170316     4.202     1
20170317     4.194     1
20170318     4.199     1
20170319     4.191     1
20170320     4.193     1
20170321     4.187     1
20170322     4.193     1
20170323     4.190     1
20170324     4.191     1
20170325     4.194     1
20170326     4.182     1
20170327     4.190     1
20170328     4.197     1
20170329     4.206     1
20170330     4.214     1
20170331     4.235     1
20170401     4.257     1
20170402     4.239     1
20170403     4.236     1
20170404     4.244     1
20170405     4.238     1
20170406     4.254     1
20170407     3.920     1
20170408     3.641     1
20170409     3.635     1
20170410     3.637     1
20170411     3.640     1
20170412     3.647     1
20170413     3.650     1
20170414     3.641     1
20170415     3.620     1
20170416     3.620     1
20170417     3.618     1
20170418     3.625     1
20170419     3.623     1
20170420     3.620     1
20170421     3.613     1
20170422     3.613     1
20170423     3.617     1
20170424     3.617     1
20170425     3.622     1
20170426     3.632     1
20170427     3.630     1
20170428     3.630     1
20170429     3.636     1
20170430     3.642     1
20170501     3.635     1
20170502     3.633     1
20170503     3.657     1
20170504     3.736     1
20170505     3.535     1
20170506     3.230     1
20170507     3.262     1
20170508     3.251     1
20170509     3.246     1
20170510     3.237     1
20170511     3.236     1
20170512     3.231     1
20170513     3.212     1
20170514     3.200     1
20170515     3.201     1
20170516     3.199     1
20170517     3.197     1
20170518     3.189     1
20170519     3.191     1
20170520     3.190     1
20170521     3.187     1
20170522     3.185     1
20170523     3.182     1
20170524     3.183     1
20170525     3.189     1
20170526     3.208     1
20170527     3.207     1
20170528     3.204     1
20170529     3.198     1
20170530     3.203     1
20170531     3.198     1
20170601     3.193     1
20170602     3.192     1
20170603     3.192     1
20170604     3.193     1
20170605     3.187     1
20170606     3.203     1
20170607     3.193     1
20170608     3.182     1
20170609     5.526     1
20170610     5.670     1
20170611     3.718     1
20170612     3.726     1
20170613     3.725     1
20170614     3.730     1
20170615     3.719     1
20170616     3.714     1
20170617     3.706     1
20170618     3.712     1
20170619     3.711     1
20170620     3.704     1
20170621     3.721     1
20170622     3.708     1
20170623     3.707     1
20170624     3.698     1
20170625     3.703     1
20170626     3.693     1
20170627     4.241     1
20170628     3.713     1
20170629     3.630     1
20170630     3.577     1
20170701     3.573     1
20170702     3.578     1
20170703     3.568     1
20170704     3.580     1
20170705     3.581     1
20170706     3.565     1
20170707     3.455     1
20170708     3.588     1
20170709     3.584     1
20170710     3.581     1
20170711     3.586     1
20170712     3.590     1
20170713     3.590     1
20170714     3.588     1
20170715     3.582     1
20170716     3.581     1
20170717     3.562     1
20170718     3.553     1
20170719     3.539     1
20170720     3.532     1
20170721     3.535     1
20170722     3.531     1
20170723     3.536     1
20170724     3.538     1
20170725     3.540     1
20170726     3.539     1
20170727     3.527     1
20170728     3.524     1
20170729     3.526     1
20170730     3.521     1
20170731     3.529     1
20170801     3.528     1
20170802     3.956     1
20170803     4.320     1
20170804     4.326     1
20170805     4.325     1
20170806     4.325     1
20170807     4.313     1
20170808     4.319     1
20170809     4.312     1
20170810     4.353     1
20170811     4.333     1
20170812     4.340     1
20170813     4.352     1
20170814     4.351     1
20170815     4.341     1
20170816     4.337     1
20170817     4.325     1
20170818     4.302     1
20170819     4.271     1
20170820     4.274     1
20170821     4.279     1
20170822     4.368     1
20170823     4.517     1
20170824     4.498     1
20170825     4.504     1
20170826     4.511     1
20170827     4.518     1
20170828     4.536     1
20170829     4.534     1
20170830     4.529     1
20170831     4.529     1
20170901     4.095     1
20170902     3.742     1
20170903     3.741     1
20170904     3.743     1
20170905     3.745     1
20170906     5.168     1
20170907     3.780     1
20170908     3.782     1
20170909     3.786     1
20170910     3.788     1
20170911     3.774     1
20170912     3.781     1
20170913     3.766     1
20170914     3.771     1
20170915     3.784     1
20170916     3.771     1
20170917     3.741     1
20170918     3.751     1
20170919     3.753     1
20170920     3.839     1
20170921     3.820     1
20170922     3.770     1
20170923     3.753     1
20170924     3.736     1
20170925     3.748     1
20170926     3.777     1
20170927     3.741     1
20170928     3.975     1
20170929     3.722     1
20170930     4.101     1
20171001     4.104     1
20171002     4.002     1
20171003     3.982     1
20171004     3.966     1
20171005     3.958     1
20171006     3.941     1
20171007     3.954     1
20171008     3.879     1
20171009     3.802     1
20171010     3.800     1
20171011     3.727     1
20171012     3.495     1
20171013     3.499     1
20171014     3.492     1
20171015     3.502     1
20171016     3.530     1
20171017     3.523     1
20171018     3.509     1
20171019     3.511     1
20171020     3.512     1
20171021     3.511     1
20171022     3.511     1
20171023     3.526     1
20171024     3.530     1
20171025     3.535     1
20171026     3.528     1
20171027     3.577     1
20171028     3.594     1
20171029     3.596     1
20171030     3.611     1
20171031     3.615     1
20171101     3.618     1
20171102     3.617     1
20171103     3.622     1
20171104     3.631     1
20171105     3.621     1
20171106     3.607     1
20171107     3.617     1
20171108     3.581     1
20171109     3.578     1
20171110     3.594     1
20171111     3.624     1
20171112     3.623     1
20171113     3.619     1
20171114     3.627     1
20171115     3.624     1
20171116     3.569     1
20171117     3.544     1
20171118     3.556     1
20171119     3.582     1
20171120     3.592     1
20171121     3.600     1
20171122     3.609     1
20171123     3.602     1
20171124     3.589     1
20171125     3.594     1
20171126     3.598     1
20171127     3.593     1
20171128     3.584     1
20171129     3.586     1
20171130     3.609     1
20171201     3.615     1
20171202     3.625     1
20171203     3.613     1
20171204     3.615     1
20171205     3.821     1
20171206     4.020     1
20171207     3.876     1
20171208     3.788     1
20171209     3.794     1
20171210     3.800     1
20171211     3.802     1
20171212     3.807     1
20171213     3.832     1
20171214     3.808     1
20171215     3.793     1
20171216     3.801     1
20171217     3.805     1
20171218     3.814     1
20171219     3.818     1
20171220     3.812     1
20171221     3.823     1
20171222     3.878     1
20171223     3.845     1
20171224     3.836     1
20171225     3.833     1
20171226     3.827     1
20171227     3.823     1
20171228     3.831     1
20171229     3.851     1
20171230     3.862     1
20171231     3.866     1
20180101     3.866     1
20180102     3.846     1
20180103     3.837     1
20180104     3.841     1
20180105     3.848     1
20180106     3.852     1
20180107     3.866     1
20180108     3.869     1
20180109     3.195     1
20180110     3.492     1
20180111     4.027     1
20180112     3.322     1
20180113     3.326     1
20180114     3.335     1
20180115     3.334     1
20180116     3.334     1
20180117     3.336     1
20180118     3.338     1
20180119     3.336     1
20180120     3.340     1
20180121     3.344     1
20180122     3.339     1
20180123     3.341     1
20180124     3.356     1
20180125     3.373     1
20180126     3.387     1
20180127     3.412     1
20180128     3.394     1
20180129     3.390     1
20180130     3.382     1
20180131     3.384     1
20180201     3.391     1
20180202     3.393     1
20180203     3.385     1
20180204     3.376     1
20180205     3.388     1
20180206     3.389     2
20180207     3.492     1
20180208     3.537     1
20180209     3.534     1
20180210     3.538     1
20180211     3.545     1
20180212     3.542     1
20180213     3.538     1
20180214     3.542     1
20180215     3.614     1
20180216     3.665     1
20180217     3.622     1
20180218     3.581     1
20180219     3.598     1
20180220     3.654     1
20180221     3.611     1
20180222     3.585     1
20180223     3.574     1
20180224     3.565     1
20180225     3.558     1
20180226     3.539     1
20180227     3.545     1
20180228     3.551     1
20180301     3.559     1
20180302     3.877     1
20180303     4.054     1
20180304     4.065     1
20180305     4.071     1
20180306     4.066     1
20180307     4.065     1
20180308     4.072     1
20180309     4.051     1
20180310     4.057     1
20180311     4.063     1
20180312     4.117     1
20180313     4.062     1
20180314     4.065     1
20180315     4.141     1
20180316     4.082     1
20180317     4.052     1
20180318     4.049     1
20180319     4.059     1
20180320     4.036     1
20180321     3.983     1
20180322     3.978     1
20180323     4.052     1
20180324     4.000     1
20180325     4.017     1
20180326     4.010     1
20180327     3.989     1
20180328     3.983     1
20180329     3.977     1
20180330     3.985     1
20180331     3.984     1
20180401     3.977     1
20180402     3.981     1
20180403     3.967     1
20180404     3.980     1
20180405     3.993     1
20180406     3.985     1
20180407     3.982     1
20180408     3.980     1
20180409     3.977     1
20180410     3.978     1
20180411     3.959     1
20180412     3.939     1
20180413     3.940     1
20180414     3.947     1
20180415     3.956     1
20180416     3.951     1
20180417     3.939     1
20180418     3.938     1
20180419     3.947     1
20180420     3.960     1
20180421     3.972     1
20180422     3.976     1
20180423     4.019     1
20180424     4.009     1
20180425     4.002     1
20180426     3.998     1
20180427     4.001     1
20180428     4.005     1
20180429     4.008     1
20180430     3.998     1
20180501     3.993     1
20180502     3.956     1
20180503     3.827     1
20180504     3.800     1
20180505     3.784     1
20180506     3.799     1
20180507     3.804     1
20180508     3.803     1
20180509     3.823     1
20180510     3.830     1
20180511     3.837     1
20180512     3.824     1
20180513     3.818     1
20180514     3.806     1
20180515     3.805     1
20180516     3.887     1
20180517     3.810     1
20180518     3.807     1
20180519     3.818     1
20180520     3.809     1
20180521     3.810     1
20180522     3.812     1
20180523     3.816     1
20180524     3.824     1
20180525     3.826     1
20180526     3.816     1
20180527     3.818     1
20180528     3.834     1
20180529     3.840     1
20180530     3.827     1
20180531     3.777     1
20180601     4.493     1
20180602     5.007     1
20180603     5.017     1
20180604     5.006     1
20180605     4.990     1
20180606     4.989     1
20180607     4.993     1
20180608     4.976     1
20180609     5.005     1
20180610     5.010     1
20180611     5.036     1
20180612     5.025     1
20180613     4.883     1
20180614     4.984     1
20180615     4.972     1
20180616     4.993     1
20180617     5.009     1
20180618     5.014     1
20180619     5.017     1
20180620     5.053     1
20180621     5.064     1
20180622     5.046     1
20180623     5.056     1
20180624     5.049     1
20180625     5.057     1
20180626     5.080     1
20180627     5.078     1
20180628     5.065     1
20180629     5.089     1
20180630     5.087     1
20180701     5.098     1
20180702     4.775     1
20180703     4.591     1
20180704     4.898     1
20180705     5.036     1
20180706     5.185     1
20180707     5.180     1
20180708     5.189     1
20180709     5.226     1
20180710     5.228     1
20180711     5.226     1
20180712     5.237     1
20180713     5.229     1
20180714     5.234     1
20180715     5.200     1
20180716     5.181     1
20180717     5.192     1
20180718     5.192     1
20180719     5.182     1
20180720     5.193     1
20180721     5.193     1
20180722     5.199     1
20180723     5.198     1
20180724     5.198     1
20180725     4.948     1
20180726     4.797     1
20180727     4.232     1
20180728     4.222     1
20180729     4.230     1
20180730     4.223     1
20180731     4.226     1
20180801     4.218     1
20180802     4.214     1
20180803     4.589     1
20180804     5.028     1
20180805     5.043     1
20180806     5.038     1
20180807     5.034     1
20180808     5.022     1
20180809     4.997     1
20180810     5.022     1
20180811     5.005     1
20180812     4.995     1
20180813     5.025     1
20180814     5.037     1
20180815     5.040     1
20180816     5.041     1
20180817     5.049     1
20180818     5.031     1
20180819     5.030     1
20180820     5.030     1
20180821     5.025     1
20180822     5.030     1
20180823     5.041     1
20180824     5.035     1
20180825     5.041     1
20180826     5.032     1
20180827     5.019     1
20180828     5.005     1
20180829     5.011     1
20180830     5.009     1
20180831     5.055     1
20180901     5.075     1
20180902     5.070     1
20180903     5.061     1
20180904     5.057     1
20180905     5.071     1
20180906     5.090     1
20180907     5.113     1
20180908     5.113     1
20180909     5.048     1
20180910     5.035     1
20180911     5.049     1
20180912     5.062     1
20180913     5.075     1
20180914     5.082     1
20180915     5.087     1
20180916     5.088     1
20180917     5.102     1
20180918     5.113     1
20180919     5.122     1
20180920     5.106     1
20180921     5.100     1
20180922     5.141     1
20180923     5.207     1
20180924     5.149     1
20180925     5.150     1
20180926     5.143     1
20180927     5.127     1
20180928     5.142     1
20180929     5.120     1
20180930     5.099     1
20181001     5.662     1
20181002     5.228     1
20181003     5.134     1
20181004     5.121     1
20181005     5.102     1
20181006     5.560     1
20181007     5.171     1
20181008     5.175     1
20181009     5.169     1
20181010     5.175     1
20181011     5.187     1
20181012     5.189     1
20181013     5.172     1
20181014     5.150     1
20181015     5.166     1
20181016     5.185     1
20181017     5.187     1
20181018     5.152     1
20181019     5.166     1
20181020     5.172     1
20181021     5.142     1
20181022     5.140     1
20181023     5.143     1
20181024     5.177     1
20181025     5.169     1
20181026     5.180     1
20181027     5.188     1
20181028     5.194     1
20181029     5.190     1
20181030     5.189     1
20181031     5.195     1
20181101     5.182     1
20181102     4.720     1
20181103     4.546     1
20181104     4.548     1
20181105     4.811     1
20181106     4.998     1
20181107     4.958     4
20181108     4.818     4
20181109     5.188     4
20181110     5.516     4
20181111     5.523     4
20181112     5.535     4
20181113     5.543     4
20181114     5.538     4
20181115     5.551     4
20181116     5.570     4
20181117     5.584     4
20181118     5.568     4
20181119     5.561     4
20181120     5.570     4
20181121     5.580     4
20181122     5.533     4
20181123     5.535     4
20181124     5.552     4
20181125     5.569     4
20181126     8.311     4
20181127     9.001     4
20181128     8.545     4
20181129     7.745     4
20181130     7.755     4
20181201     7.774     4
20181202     7.812     4
20181203     6.781     4
20181204     5.106     4
20181205     5.106     4
20181206     5.108     4
20181207     5.118     4
20181208     5.142     4
20181209     5.127     4
20181210     5.105     4
20181211     5.080     4
20181212     5.096     4
20181213     5.100     4
20181214     5.106     4
20181215     5.105     4
20181216     5.119     4
20181217     5.111     4
20181218     5.104     4
20181219     5.068     4
20181220     5.065     4
20181221     5.060     4
20181222     5.048     4
20181223     5.068     4
20181224     5.060     4
20181225     5.060     4
20181226     5.070     4
20181227     5.073     4
20181228     5.075     4
20181229     5.330     4
20181230     5.074     4
20181231     5.091     4
20190101     5.092     4
20190102     5.095     4
20190103     5.084     4
20190104     5.081     4
20190105     5.117     4
20190106     5.099     4
20190107     5.091     4
20190108     5.095     4
20190109     5.103     4
20190110     5.102     4
20190111     5.108     4
20190112     5.116     4
20190113     5.105     4
20190114     5.123     4
20190115     5.122     4
20190116     5.111     4
20190117     5.111     4
20190118     5.119     4
20190119     5.119     4
20190120     5.085     4
20190121     5.068     4
20190122     5.082     4
20190123     5.112     4
20190124     5.116     4
20190125     5.124     4
20190126     5.120     4
20190127     5.105     4
20190128     5.109     4
20190129     5.105     4
20190130     5.119     4
20190131     5.124     4
20190201     5.137     4
20190202     5.142     4
20190203     5.149     4
20190204     5.067     4
20190205     4.962     4
20190206     4.967     4
20190207     4.971     4
20190208     4.968     4
20190209     4.987     4
20190210     4.985     4
20190211     4.971     4
20190212     5.014     4
20190213     4.996     4
20190214     5.010     4
20190215     4.980     4
20190216     4.992     4
20190217     4.987     4
20190218     4.978     4
20190219     4.978     4
20190220     4.988     4
20190221     5.018     4
20190222     5.112     4
20190223     5.077     4
20190224     5.053     4
20190225     4.974     4
20190226     5.044     4
20190227     5.063     4
20190228     5.065     4
20190301     5.074     4
20190302     5.081     4
20190303     5.113     4
20190304     4.613     4
20190305     5.219     4
20190306     5.863     4
20190307     5.837     4
20190308     5.441     4
20190309     5.244     4
20190310     5.253     4
20190311     5.274     4
20190312     5.261     4
20190313     5.254     4
20190314     5.248     4
20190315     5.250     4
20190316     5.256     4
20190317     5.259     4
20190318     5.264     4
20190319     4.953     4
20190320     7.016     4
20190321     7.034     4
20190322     7.047     4
20190323     7.033     4
20190324     7.030     4
20190325     7.026     4
20190326     7.017     4
20190327     6.997     4
20190328     7.012     4
20190329     7.011     4
20190330     6.999     4
20190331     7.006     4
ZZZZZZZZZZZZ
</pre><p></p>




<title>
	W4H013100.00
</title>

    <form method="post" action="http://www.dwa.gov.za/hydrology/Verified/HyData.aspx?Station=W4H013100.00&amp;DataType=Daily&amp;StartDT=2000-01-01&amp;EndDT=2019-04-09&amp;SiteType=DC" id="form1">
<div class="aspNetHidden">
<input type="hidden" name="__VIEWSTATE" id="__VIEWSTATE" value="/wEPDwULLTE2MTY2ODcyMjlkZCdKacNxjqNYQGpvbk23iYCPspihU7bczRPg4KIFRwXv">
</div>

<div class="aspNetHidden">

	<input type="hidden" name="__VIEWSTATEGENERATOR" id="__VIEWSTATEGENERATOR" value="7601FE10">
</div>
        
    </form>


</body></html>
